"Àmbit territorial","Codi territorial","Nom territori","Any","Període","Habitatges","Renda","Tram de preus"
"Municipi","17057","Corçà","2011","gener-desembre","9","507,22","> 500 i <= 650 euros/mes"
"Municipi","25078","Corbins","2011","gener-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","43048","Corbera d'Ebre","2011","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","08072","Corbera de Llobregat","2011","gener-desembre","335","597,32","> 500 i <= 650 euros/mes"
"Municipi","08071","Copons","2011","gener-desembre","1",,"> 650 euros/mes"
"Municipi","43047","Constantí","2011","gener-desembre","52","409,62","> 350 i <= 500 euros/mes"
"Municipi","43046","Conesa","2011","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","25161","Conca de Dalt","2011","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","17055","Colomers","2011","gener-desembre","3",,"> 500 i <= 650 euros/mes"
"Municipi","08070","Collsuspina","2011","gener-desembre","2",,"> 650 euros/mes"
"Municipi","43045","Colldejou","2011","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","08069","Collbató","2011","gener-desembre","15","666,00","> 650 euros/mes"
"Municipi","25077","Coll de Nargó","2011","gener-desembre","3",,"<= 350 euros/mes"
"Municipi","17054","Colera","2011","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","25074","Ciutadilla","2011","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","17051","Cistella","2011","gener-desembre","6","637,00","> 500 i <= 650 euros/mes"
"Municipi","17050","Cervià de Ter","2011","gener-desembre","6","540,83","> 500 i <= 650 euros/mes"
"Municipi","25073","Cervià de les Garrigues","2011","gener-desembre","4",,"<= 350 euros/mes"
"Municipi","25072","Cervera","2011","gener-desembre","106","325,77","<= 350 euros/mes"
"Municipi","08068","Cervelló","2011","gener-desembre","88","639,42","> 500 i <= 650 euros/mes"
"Municipi","08266","Cerdanyola del Vallès","2011","gener-desembre","764","642,72","> 500 i <= 650 euros/mes"
"Municipi","08268","Cercs","2011","gener-desembre","4",,"<= 350 euros/mes"
"Municipi","08067","Centelles","2011","gener-desembre","159","442,39","> 350 i <= 500 euros/mes"
"Municipi","17049","Celrà","2011","gener-desembre","85","525,33","> 500 i <= 650 euros/mes"
"Municipi","17189","Cellera de Ter, la","2011","gener-desembre","6","385,00","> 350 i <= 500 euros/mes"
"Municipi","43043","Catllar, el","2011","gener-desembre","18","571,67","> 500 i <= 650 euros/mes"
"Municipi","08066","Castellví de Rosanes","2011","gener-desembre","11","597,55","> 500 i <= 650 euros/mes"
"Municipi","08065","Castellví de la Marca","2011","gener-desembre","9","411,78","> 350 i <= 500 euros/mes"
"Municipi","43042","Castellvell del Camp","2011","gener-desembre","5",,"> 650 euros/mes"
"Municipi","08064","Castellterçol","2011","gener-desembre","40","460,73","> 350 i <= 500 euros/mes"
"Municipi","25070","Castellserà","2011","gener-desembre","4",,"<= 350 euros/mes"
"Municipi","17048","Castell-Platja d'Aro","2011","gener-desembre","78","502,37","> 500 i <= 650 euros/mes"
"Municipi","17047","Castelló d'Empúries","2011","gener-desembre","158","461,93","> 350 i <= 500 euros/mes"
"Municipi","25069","Castelló de Farfanya","2011","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","25068","Castellnou de Seana","2011","gener-desembre","4",,"<= 350 euros/mes"
"Municipi","08062","Castellnou de Bages","2011","gener-desembre","4",,"> 650 euros/mes"
"Municipi","08061","Castellgalí","2011","gener-desembre","40","417,63","> 350 i <= 500 euros/mes"
"Municipi","08059","Castellfollit del Boix","2011","gener-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","17046","Castellfollit de la Roca","2011","gener-desembre","10","301,00","<= 350 euros/mes"
"Municipi","08058","Castellet i la Gornal","2011","gener-desembre","7","636,43","> 500 i <= 650 euros/mes"
"Municipi","08056","Castelldefels","2011","gener-desembre","745","793,93","> 650 euros/mes"
"Municipi","25067","Castelldans","2011","gener-desembre","7","289,71","<= 350 euros/mes"
"Municipi","08055","Castellcir","2011","gener-desembre","6","590,00","> 500 i <= 650 euros/mes"
"Municipi","08054","Castellbisbal","2011","gener-desembre","111","617,23","> 500 i <= 650 euros/mes"
"Municipi","08053","Castellbell i el Vilar","2011","gener-desembre","39","498,79","> 350 i <= 500 euros/mes"
"Municipi","08051","Castellar del Vallès","2011","gener-desembre","356","565,40","> 500 i <= 650 euros/mes"
"Municipi","08050","Castellar del Riu","2011","gener-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","08052","Castellar de N'Hug","2011","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","25064","Castellar de la Ribera","2011","gener-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","08049","Casserres","2011","gener-desembre","8","344,38","<= 350 euros/mes"
"Municipi","17044","Cassà de la Selva","2011","gener-desembre","96","495,77","> 350 i <= 500 euros/mes"
"Municipi","08048","Carme","2011","gener-desembre","3",,"<= 350 euros/mes"
"Municipi","08047","Cardona","2011","gener-desembre","43","277,02","<= 350 euros/mes"
"Municipi","08046","Cardedeu","2011","gener-desembre","236","577,51","> 500 i <= 650 euros/mes"
"Municipi","17042","Capmany","2011","gener-desembre","5",,"> 350 i <= 500 euros/mes"
"Municipi","08044","Capellades","2011","gener-desembre","61","375,98","> 350 i <= 500 euros/mes"
"Municipi","43040","Capçanes","2011","gener-desembre","3",,"<= 350 euros/mes"
"Municipi","08043","Canyelles","2011","gener-desembre","12","647,92","> 500 i <= 650 euros/mes"
"Municipi","17041","Cantallops","2011","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","08042","Cànoves i Samalús","2011","gener-desembre","11","711,36","> 650 euros/mes"
"Municipi","08041","Canovelles","2011","gener-desembre","195","510,18","> 500 i <= 650 euros/mes"
"Municipi","43907","Canonja, la","2011","gener-desembre","84","416,95","> 350 i <= 500 euros/mes"
"Municipi","08040","Canet de Mar","2011","gener-desembre","190","547,59","> 500 i <= 650 euros/mes"
"Municipi","17040","Canet d'Adri","2011","gener-desembre","4",,"> 500 i <= 650 euros/mes"
"Municipi","17039","Camprodon","2011","gener-desembre","15","417,00","> 350 i <= 500 euros/mes"
"Municipi","17038","Campllong","2011","gener-desembre","7","740,71","> 650 euros/mes"
"Municipi","08039","Campins","2011","gener-desembre","9","455,56","> 350 i <= 500 euros/mes"
"Municipi","17037","Campelles","2011","gener-desembre","1",,"> 650 euros/mes"
"Municipi","17036","Campdevànol","2011","gener-desembre","22","353,36","> 350 i <= 500 euros/mes"
"Municipi","17035","Camós","2011","gener-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","43038","Cambrils","2011","gener-desembre","415","521,77","> 500 i <= 650 euros/mes"
"Municipi","43903","Camarles","2011","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","17034","Calonge i Sant Antoni","2011","gener-desembre","96","517,84","> 500 i <= 650 euros/mes"
"Municipi","08036","Calonge de Segarra","2011","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","08038","Callús","2011","gener-desembre","48","354,38","> 350 i <= 500 euros/mes"
"Municipi","08037","Calldetenes","2011","gener-desembre","35","469,31","> 350 i <= 500 euros/mes"
"Municipi","08035","Calella","2011","gener-desembre","646","494,49","> 350 i <= 500 euros/mes"
"Municipi","08032","Caldes d'Estrac","2011","gener-desembre","61","680,98","> 650 euros/mes"
"Municipi","08033","Caldes de Montbui","2011","gener-desembre","395","556,85","> 500 i <= 650 euros/mes"
"Municipi","17033","Caldes de Malavella","2011","gener-desembre","70","566,30","> 500 i <= 650 euros/mes"
"Municipi","08034","Calders","2011","gener-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","43037","Calafell","2011","gener-desembre","339","498,46","> 350 i <= 500 euros/mes"
"Municipi","08031","Calaf","2011","gener-desembre","28","335,39","<= 350 euros/mes"
"Municipi","17032","Cadaqués","2011","gener-desembre","41","517,22","> 500 i <= 650 euros/mes"
"Municipi","08030","Cabrils","2011","gener-desembre","85","949,60","> 650 euros/mes"
"Municipi","08029","Cabrera de Mar","2011","gener-desembre","32","808,81","> 650 euros/mes"
"Municipi","08028","Cabrera d'Anoia","2011","gener-desembre","5",,"> 500 i <= 650 euros/mes"
"Municipi","43036","Cabra del Camp","2011","gener-desembre","9","401,67","> 350 i <= 500 euros/mes"
"Municipi","08027","Cabanyes, les","2011","gener-desembre","7","637,86","> 500 i <= 650 euros/mes"
"Municipi","17030","Cabanes","2011","gener-desembre","10","525,40","> 500 i <= 650 euros/mes"
"Municipi","17031","Cabanelles","2011","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","17028","Brunyola i Sant Martí Sapresa","2011","gener-desembre","5",,"> 350 i <= 500 euros/mes"
"Municipi","08026","Brull, el","2011","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","08025","Bruc, el","2011","gener-desembre","12","546,25","> 500 i <= 650 euros/mes"
"Municipi","17027","Breda","2011","gener-desembre","26","516,46","> 500 i <= 650 euros/mes"
"Municipi","43034","Bràfim","2011","gener-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","43033","Botarell","2011","gener-desembre","7","467,86","> 350 i <= 500 euros/mes"
"Municipi","43032","Bot","2011","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","25059","Bossòst","2011","gener-desembre","13","469,23","> 350 i <= 500 euros/mes"
"Municipi","08024","Borredà","2011","gener-desembre","6","333,33","<= 350 euros/mes"
"Municipi","17026","Borrassà","2011","gener-desembre","12","536,25","> 500 i <= 650 euros/mes"
"Municipi","43031","Borges del Camp, les","2011","gener-desembre","17","382,35","> 350 i <= 500 euros/mes"
"Municipi","25058","Borges Blanques, les","2011","gener-desembre","48","356,06","> 350 i <= 500 euros/mes"
"Municipi","17025","Bordils","2011","gener-desembre","29","498,38","> 350 i <= 500 euros/mes"
"Municipi","25057","Bòrdes, es","2011","gener-desembre","2",,"> 500 i <= 650 euros/mes"
"Municipi","43030","Bonastre","2011","gener-desembre","10","500,00","> 350 i <= 500 euros/mes"
"Municipi","17024","Bolvir","2011","gener-desembre","5",,"> 650 euros/mes"
"Municipi","17029","Boadella i les Escaules","2011","gener-desembre","5",,"> 500 i <= 650 euros/mes"
"Municipi","17023","Blanes","2011","gener-desembre","737","461,39","> 350 i <= 500 euros/mes"
"Municipi","43029","Blancafort","2011","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","17022","Bisbal d'Empordà, la","2011","gener-desembre","240","427,53","> 350 i <= 500 euros/mes"
"Municipi","43028","Bisbal del Penedès, la","2011","gener-desembre","9","455,56","> 350 i <= 500 euros/mes"
"Municipi","08023","Bigues i Riells","2011","gener-desembre","54","692,35","> 650 euros/mes"
"Municipi","17021","Beuda","2011","gener-desembre","2",,"> 500 i <= 650 euros/mes"
"Municipi","17020","Bescanó","2011","gener-desembre","46","554,46","> 500 i <= 650 euros/mes"
"Municipi","17019","Besalú","2011","gener-desembre","49","430,14","> 350 i <= 500 euros/mes"
"Municipi","08022","Berga","2011","gener-desembre","262","363,76","> 350 i <= 500 euros/mes"
"Municipi","43026","Benissanet","2011","gener-desembre","6","300,00","<= 350 euros/mes"
"Municipi","43025","Benifallet","2011","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","25053","Benavent de Segrià","2011","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","25052","Bellvís","2011","gener-desembre","13","415,38","> 350 i <= 500 euros/mes"
"Municipi","25051","Bellver de Cerdanya","2011","gener-desembre","92","560,64","> 500 i <= 650 euros/mes"
"Municipi","43024","Bellvei","2011","gener-desembre","7","454,29","> 350 i <= 500 euros/mes"
"Municipi","25050","Bellpuig","2011","gener-desembre","44","364,80","> 350 i <= 500 euros/mes"
"Municipi","43023","Bellmunt del Priorat","2011","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","25048","Bell-lloc d'Urgell","2011","gener-desembre","10","331,50","<= 350 euros/mes"
"Municipi","25047","Bellcaire d'Urgell","2011","gener-desembre","5",,"<= 350 euros/mes"
"Municipi","17018","Bellcaire d'Empordà","2011","gener-desembre","11","559,09","> 500 i <= 650 euros/mes"
"Municipi","25170","Bellaguarda","2011","gener-desembre","3",,"<= 350 euros/mes"
"Municipi","17013","Begur","2011","gener-desembre","29","402,83","> 350 i <= 500 euros/mes"
"Municipi","08020","Begues","2011","gener-desembre","77","829,06","> 650 euros/mes"
"Municipi","43022","Batea","2011","gener-desembre","4",,"<= 350 euros/mes"
"Municipi","17016","Bàscara","2011","gener-desembre","10","427,50","> 350 i <= 500 euros/mes"
"Municipi","25042","Baronia de Rialb, la","2011","gener-desembre","2",,"> 650 euros/mes"
"Municipi","08019","Barcelona","2011","gener-desembre","38.156","752,86","> 650 euros/mes"
"Municipi","08252","Barberà del Vallès","2011","gener-desembre","427","570,16","> 500 i <= 650 euros/mes"
"Municipi","43021","Barberà de la Conca","2011","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","25041","Barbens","2011","gener-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","17015","Banyoles","2011","gener-desembre","327","460,50","> 350 i <= 500 euros/mes"
"Municipi","43020","Banyeres del Penedès","2011","gener-desembre","16","435,00","> 350 i <= 500 euros/mes"
"Municipi","08018","Balsareny","2011","gener-desembre","26","403,15","> 350 i <= 500 euros/mes"
"Municipi","08017","Balenyà","2011","gener-desembre","54","465,96","> 350 i <= 500 euros/mes"
"Municipi","25040","Balaguer","2011","gener-desembre","172","340,37","<= 350 euros/mes"
"Municipi","25039","Baix Pallars","2011","gener-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","08016","Bagà","2011","gener-desembre","20","376,35","> 350 i <= 500 euros/mes"
"Municipi","08904","Badia del Vallès","2011","gener-desembre","23","281,91","<= 350 euros/mes"
"Municipi","08015","Badalona","2011","gener-desembre","2.898","619,62","> 500 i <= 650 euros/mes"
"Municipi","08013","Avinyonet del Penedès","2011","gener-desembre","23","462,17","> 350 i <= 500 euros/mes"
"Municipi","17012","Avinyonet de Puigventós","2011","gener-desembre","9","730,56","> 650 euros/mes"
"Municipi","08012","Avinyó","2011","gener-desembre","36","345,44","<= 350 euros/mes"
"Municipi","08011","Avià","2011","gener-desembre","23","378,48","> 350 i <= 500 euros/mes"
"Municipi","43019","Ascó","2011","gener-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","25034","Artesa de Segre","2011","gener-desembre","47","285,11","<= 350 euros/mes"
"Municipi","08010","Artés","2011","gener-desembre","52","465,87","> 350 i <= 500 euros/mes"
"Municipi","25032","Arsèguel","2011","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","17011","Armentera, l'","2011","gener-desembre","10","427,30","> 350 i <= 500 euros/mes"
"Municipi","08009","Argentona","2011","gener-desembre","166","602,78","> 500 i <= 650 euros/mes"
"Municipi","43017","Argentera, l'","2011","gener-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","08007","Arenys de Munt","2011","gener-desembre","138","559,22","> 500 i <= 650 euros/mes"
"Municipi","08006","Arenys de Mar","2011","gener-desembre","282","564,98","> 500 i <= 650 euros/mes"
"Municipi","17009","Arbúcies","2011","gener-desembre","159","380,95","> 350 i <= 500 euros/mes"
"Municipi","43015","Arbolí","2011","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","43016","Arboç, l'","2011","gener-desembre","54","424,00","> 350 i <= 500 euros/mes"
"Municipi","25029","Arbeca","2011","gener-desembre","4",,"<= 350 euros/mes"
"Municipi","25027","Anglesola","2011","gener-desembre","7","419,29","> 350 i <= 500 euros/mes"
"Municipi","17008","Anglès","2011","gener-desembre","43","412,70","> 350 i <= 500 euros/mes"
"Municipi","43014","Amposta","2011","gener-desembre","212","357,63","> 350 i <= 500 euros/mes"
"Municipi","43906","Ampolla, l'","2011","gener-desembre","40","423,98","> 350 i <= 500 euros/mes"
"Municipi","08005","Ametlla del Vallès, l'","2011","gener-desembre","61","835,02","> 650 euros/mes"
"Municipi","43013","Ametlla de Mar, l'","2011","gener-desembre","63","432,06","> 350 i <= 500 euros/mes"
"Municipi","17007","Amer","2011","gener-desembre","6","462,50","> 350 i <= 500 euros/mes"
"Municipi","43012","Altafulla","2011","gener-desembre","91","539,67","> 500 i <= 650 euros/mes"
"Municipi","25024","Alt Àneu","2011","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","25023","Alpicat","2011","gener-desembre","15","588,40","> 500 i <= 650 euros/mes"
"Municipi","08004","Alpens","2011","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","17006","Alp","2011","gener-desembre","24","484,79","> 350 i <= 500 euros/mes"
"Municipi","43011","Almoster","2011","gener-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","25021","Almenar","2011","gener-desembre","12","361,00","> 350 i <= 500 euros/mes"
"Municipi","25019","Almacelles","2011","gener-desembre","52","320,44","<= 350 euros/mes"
"Municipi","25016","Alguaire","2011","gener-desembre","16","365,00","> 350 i <= 500 euros/mes"
"Municipi","25015","Algerri","2011","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","43009","Alforja","2011","gener-desembre","13","388,85","> 350 i <= 500 euros/mes"
"Municipi","25014","Alfés","2011","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","25013","Alfarràs","2011","gener-desembre","13","290,38","<= 350 euros/mes"
"Municipi","08003","Alella","2011","gener-desembre","99","860,31","> 650 euros/mes"
"Municipi","43007","Aleixar, l'","2011","gener-desembre","5",,"<= 350 euros/mes"
"Municipi","43006","Aldover","2011","gener-desembre","3",,"<= 350 euros/mes"
"Municipi","43904","Aldea, l'","2011","gener-desembre","35","337,91","<= 350 euros/mes"
"Municipi","43005","Alcover","2011","gener-desembre","55","391,76","> 350 i <= 500 euros/mes"
"Municipi","25012","Alcoletge","2011","gener-desembre","47","379,34","> 350 i <= 500 euros/mes"
"Municipi","25011","Alcarràs","2011","gener-desembre","85","376,56","> 350 i <= 500 euros/mes"
"Municipi","43004","Alcanar","2011","gener-desembre","41","368,07","> 350 i <= 500 euros/mes"
"Municipi","17004","Albons","2011","gener-desembre","6","816,67","> 650 euros/mes"
"Municipi","43002","Albinyana","2011","gener-desembre","9","481,67","> 350 i <= 500 euros/mes"
"Municipi","25009","Albi, l'","2011","gener-desembre","4",,"<= 350 euros/mes"
"Municipi","25008","Albesa","2011","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","25007","Albatàrrec","2011","gener-desembre","7","368,57","> 350 i <= 500 euros/mes"
"Municipi","17003","Albanyà","2011","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","25005","Alàs i Cerc","2011","gener-desembre","3",,"<= 350 euros/mes"
"Municipi","25004","Alamús, els","2011","gener-desembre","4",,"<= 350 euros/mes"
"Municipi","25038","Aitona","2011","gener-desembre","7","378,29","> 350 i <= 500 euros/mes"
"Municipi","17002","Aiguaviva","2011","gener-desembre","5",,"> 650 euros/mes"
"Municipi","43001","Aiguamúrcia","2011","gener-desembre","6","337,50","<= 350 euros/mes"
"Municipi","08014","Aiguafreda","2011","gener-desembre","45","529,53","> 500 i <= 650 euros/mes"
"Municipi","17001","Agullana","2011","gener-desembre","16","459,00","> 350 i <= 500 euros/mes"
"Municipi","08002","Aguilar de Segarra","2011","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","25003","Agramunt","2011","gener-desembre","29","326,76","<= 350 euros/mes"
"Municipi","25002","Àger","2011","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","08001","Abrera","2011","gener-desembre","226","525,69","> 500 i <= 650 euros/mes"
"Municipi","25255","Vinaixa","2010","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","43178","Vinyols i els Arcs","2010","gener-desembre","13","425,38","> 350 i <= 500 euros/mes"
"Municipi","08308","Viver i Serrateix","2010","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","43052","Xerta","2010","gener-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","08067","Centelles","2010","gener-desembre","161","465,76","> 350 i <= 500 euros/mes"
"Municipi","17049","Celrà","2010","gener-desembre","52","540,74","> 500 i <= 650 euros/mes"
"Municipi","17189","Cellera de Ter, la","2010","gener-desembre","15","372,67","> 350 i <= 500 euros/mes"
"Municipi","43043","Catllar, el","2010","gener-desembre","14","553,21","> 500 i <= 650 euros/mes"
"Municipi","08066","Castellví de Rosanes","2010","gener-desembre","7","549,29","> 500 i <= 650 euros/mes"
"Municipi","08065","Castellví de la Marca","2010","gener-desembre","8","462,14","> 350 i <= 500 euros/mes"
"Municipi","43042","Castellvell del Camp","2010","gener-desembre","2",,"> 500 i <= 650 euros/mes"
"Municipi","08064","Castellterçol","2010","gener-desembre","19","475,56","> 350 i <= 500 euros/mes"
"Municipi","25070","Castellserà","2010","gener-desembre","4",,"<= 350 euros/mes"
"Municipi","17048","Castell-Platja d'Aro","2010","gener-desembre","77","571,41","> 500 i <= 650 euros/mes"
"Municipi","08063","Castellolí","2010","gener-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","17047","Castelló d'Empúries","2010","gener-desembre","183","453,02","> 350 i <= 500 euros/mes"
"Municipi","25069","Castelló de Farfanya","2010","gener-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","25068","Castellnou de Seana","2010","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","08062","Castellnou de Bages","2010","gener-desembre","6","840,00","> 650 euros/mes"
"Municipi","08061","Castellgalí","2010","gener-desembre","28","477,61","> 350 i <= 500 euros/mes"
"Municipi","08059","Castellfollit del Boix","2010","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","17046","Castellfollit de la Roca","2010","gener-desembre","5",,"> 350 i <= 500 euros/mes"
"Municipi","08058","Castellet i la Gornal","2010","gener-desembre","6","605,00","> 500 i <= 650 euros/mes"
"Municipi","08056","Castelldefels","2010","gener-desembre","720","794,86","> 650 euros/mes"
"Municipi","25067","Castelldans","2010","gener-desembre","4",,"<= 350 euros/mes"
"Municipi","08055","Castellcir","2010","gener-desembre","2",,"> 650 euros/mes"
"Municipi","08054","Castellbisbal","2010","gener-desembre","81","649,83","> 500 i <= 650 euros/mes"
"Municipi","08053","Castellbell i el Vilar","2010","gener-desembre","47","428,97","> 350 i <= 500 euros/mes"
"Municipi","08051","Castellar del Vallès","2010","gener-desembre","282","579,81","> 500 i <= 650 euros/mes"
"Municipi","08050","Castellar del Riu","2010","gener-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","25064","Castellar de la Ribera","2010","gener-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","08049","Casserres","2010","gener-desembre","21","347,27","<= 350 euros/mes"
"Municipi","17044","Cassà de la Selva","2010","gener-desembre","100","497,34","> 350 i <= 500 euros/mes"
"Municipi","08048","Carme","2010","gener-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","08047","Cardona","2010","gener-desembre","49","282,85","<= 350 euros/mes"
"Municipi","08046","Cardedeu","2010","gener-desembre","262","572,50","> 500 i <= 650 euros/mes"
"Municipi","08045","Capolat","2010","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","17042","Capmany","2010","gener-desembre","6","466,67","> 350 i <= 500 euros/mes"
"Municipi","08044","Capellades","2010","gener-desembre","60","410,45","> 350 i <= 500 euros/mes"
"Municipi","43040","Capçanes","2010","gener-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","08043","Canyelles","2010","gener-desembre","17","700,00","> 650 euros/mes"
"Municipi","17041","Cantallops","2010","gener-desembre","1",,"> 650 euros/mes"
"Municipi","08042","Cànoves i Samalús","2010","gener-desembre","11","686,19","> 650 euros/mes"
"Municipi","08041","Canovelles","2010","gener-desembre","178","527,91","> 500 i <= 650 euros/mes"
"Municipi","08040","Canet de Mar","2010","gener-desembre","171","553,08","> 500 i <= 650 euros/mes"
"Municipi","17040","Canet d'Adri","2010","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","17039","Camprodon","2010","gener-desembre","15","378,00","> 350 i <= 500 euros/mes"
"Municipi","17038","Campllong","2010","gener-desembre","2",,"> 650 euros/mes"
"Municipi","08039","Campins","2010","gener-desembre","6","545,50","> 500 i <= 650 euros/mes"
"Municipi","17036","Campdevànol","2010","gener-desembre","12","364,20","> 350 i <= 500 euros/mes"
"Municipi","17035","Camós","2010","gener-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","43038","Cambrils","2010","gener-desembre","384","511,92","> 500 i <= 650 euros/mes"
"Municipi","43903","Camarles","2010","gener-desembre","5",,"<= 350 euros/mes"
"Municipi","25062","Camarasa","2010","gener-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","08036","Calonge de Segarra","2010","gener-desembre","1",,"<= 350 euros/mes"
"Municipi","17034","Calonge","2010","gener-desembre","60","511,50","> 500 i <= 650 euros/mes"
"Municipi","08038","Callús","2010","gener-desembre","62","317,58","<= 350 euros/mes"
"Municipi","08037","Calldetenes","2010","gener-desembre","21","486,95","> 350 i <= 500 euros/mes"
"Municipi","08035","Calella","2010","gener-desembre","574","504,12","> 500 i <= 650 euros/mes"
"Municipi","08032","Caldes d'Estrac","2010","gener-desembre","35","624,29","> 500 i <= 650 euros/mes"
"Municipi","17033","Caldes de Malavella","2010","gener-desembre","50","532,39","> 500 i <= 650 euros/mes"
"Municipi","25001","Abella de la Conca","2010","gener-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","08001","Abrera","2010","gener-desembre","129","641,09","> 500 i <= 650 euros/mes"
"Municipi","25002","Àger","2010","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","25003","Agramunt","2010","gener-desembre","40","323,85","<= 350 euros/mes"
"Municipi","17001","Agullana","2010","gener-desembre","8","467,63","> 350 i <= 500 euros/mes"
"Municipi","08014","Aiguafreda","2010","gener-desembre","39","494,50","> 350 i <= 500 euros/mes"
"Municipi","25038","Aitona","2010","gener-desembre","5",,"> 350 i <= 500 euros/mes"
"Municipi","25004","Alamús, els","2010","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","17003","Albanyà","2010","gener-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","25007","Albatàrrec","2010","gener-desembre","11","378,64","> 350 i <= 500 euros/mes"
"Municipi","25008","Albesa","2010","gener-desembre","7","308,00","<= 350 euros/mes"
"Municipi","25009","Albi, l'","2010","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","43002","Albinyana","2010","gener-desembre","2",,"> 500 i <= 650 euros/mes"
"Municipi","17004","Albons","2010","gener-desembre","3",,"> 500 i <= 650 euros/mes"
"Municipi","43004","Alcanar","2010","gener-desembre","33","363,20","> 350 i <= 500 euros/mes"
"Municipi","25011","Alcarràs","2010","gener-desembre","49","387,58","> 350 i <= 500 euros/mes"
"Municipi","25012","Alcoletge","2010","gener-desembre","29","407,53","> 350 i <= 500 euros/mes"
"Municipi","43005","Alcover","2010","gener-desembre","35","445,57","> 350 i <= 500 euros/mes"
"Municipi","43904","Aldea, l'","2010","gener-desembre","26","343,27","<= 350 euros/mes"
"Municipi","43006","Aldover","2010","gener-desembre","3",,"<= 350 euros/mes"
"Municipi","43007","Aleixar, l'","2010","gener-desembre","6","330,83","<= 350 euros/mes"
"Municipi","08003","Alella","2010","gener-desembre","107","845,27","> 650 euros/mes"
"Municipi","25013","Alfarràs","2010","gener-desembre","13","302,73","<= 350 euros/mes"
"Municipi","43009","Alforja","2010","gener-desembre","19","364,45","> 350 i <= 500 euros/mes"
"Municipi","25015","Algerri","2010","gener-desembre","2",,"<= 350 euros/mes"
"Municipi","25016","Alguaire","2010","gener-desembre","10","385,07","> 350 i <= 500 euros/mes"
"Municipi","43010","Alió","2010","gener-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","25019","Almacelles","2010","gener-desembre","30","364,33","> 350 i <= 500 euros/mes"
